author,title,description,content
ashleyfieldglobal,Three shoppers ticketed for failing to self isolate after entering N S    Global News,Three shoppers ticketed for failing to self isolate after entering N S  Global News Nova Scotia reports 31 new COVID 19 cases  biggest one day spike CTV News Halifax and Associates is not registered to sell securities in our province says alert HalifaxToday c,Three people in Amherst have been fined for disobeying orders under the Health Protection Act The Amherst Police Department says its officers issued the summary offence tickets Monday after they learned three people who had recently crossed the border into   667 chars 
,Four people  business charged for violating COVID 19 rules in Nova Scotia   CTV News,Four people  business charged for violating COVID 19 rules in Nova Scotia CTV News Google Mobility Reports a slippery slope  cyber security expert Global News  Stay the blazes home  premier warns as COVID 19 cases rise in Nova Scotia CBC ca  The virus will f,HALIFAX    Four people and a business in Nova Scotia have been charged after for violating the provinces Health Protection and Emergency Management acts in relation to COVID 19 The RCMP says  on Wednesday  three people were charged for failing to comply w  509 chars 
graemebenjamin1,N S  bans evictions while committing funds to Feed Nova Scotia  income assistance   Global News,N S  bans evictions while committing funds to Feed Nova Scotia  income assistance Global News One person in N S  hospitalized as a result of COVID 19 CTV News NS  NB pharmacies restrict medication fills to avoid shortages during COVID 19 Global News N S  boos,The Nova Scotia government is making sure tenants impacted by the COVID 19 outbreak cant be evicted  while also committing  1 million to food banks across the province The announcements were made a press briefing in Halifax on Thursday  which was held virtu  4043 chars 
Doug Schmidt Windsor Star,Viral virus video highlights COVID 19 panic shopping in Windsor   Windsor Star,Viral virus video highlights COVID 19 panic shopping in Windsor Windsor Star COVID 19 panic buying hits grocery stores across Canada CTV News Grocery stores hit with Coronavirus COVID 19 shopping surge  grocery store chain owner Scott Karns PennLive com Coron,We estimated 10 or 11 per cent of the population would panic buy  and theyre doing that right now but itll soon pass  said Charlebois  senior director of the Agri food Analytics Lab at Dalhousie University in Halifax and known as The Food Professor The food  1196 chars 
,N S  announces new COVID 19 assessment centres  26 new cases   CTV News,N S  announces new COVID 19 assessment centres  26 new cases CTV News Nova Scotia to increase testing in communities with COVID 19  clusters  CBC ca Premiers delightfully Nova Scotian cry to respect physical distancing goes viral Global News N S  identifie,HALIFAX    Nova Scotia has identified 26 new cases of COVID 19  bringing the province s total to 262 The 262 cases range in age from under 10 to over 90  The province is reporting 53 people have recovered  and six people are currently hospitalized The p  3103 chars 
,Nova Scotia identifies 34 new cases of COVID 19  largest single day increase   CTV News,Nova Scotia identifies 34 new cases of COVID 19  largest single day increase CTV News COVID 19 cases hit 407 in Nova Scotia as 34 new ones announced CBC ca Nova Scotia surpasses 400 coronavirus cases as another 34 identified Global News Nova Scotia Premier s ,HALIFAX    On Friday  Nova Scotia announced it has identified 34 new cases of COVID 19  bringing the total cases in the province to 407 The 34 new cases bring the largest one day spike in cases in the province The QEII Health Sciences Centre s microbiol  2159 chars 
graemebenjamin1,Coronavirus  Nova Scotia now has 41 cases  including at least one child under 10   Global News,Coronavirus  Nova Scotia now has 41 cases  including at least one child under 10 Global News N S  reports 13 new COVID 19 cases  including one involving a child CTV News COVID 19 cases mount in N S  but officials hope measures show  indication of success  CB,Thirteen new cases of COVID 19 have been identified in Nova Scotia  including a child under the age of 10  the provincial government says According to a news release on Monday  all the cases are travel related or connected to earlier reported cases Severa  4517 chars 
Meghan Groff,New COVID 19 measures introduced at long term care homes   HalifaxToday ca,Dr  Robert Strang said many facilities have already been implementing these steps  but they are no longer guidelines,New measures have been introduced at Nova Scotia s long term care homes to protect residents and staff from the spread ofCOVID 19 At a news conference Monday  Dr  Robert Strang said the directives are based on what is already done every year during respira  2021 chars 
,People who attended St  Patrick s Day event may have been exposed to COVID 19   CTV News,People who attended St  Patrick s Day event may have been exposed to COVID 19 CTV News St  Patrick s Day gathering could be source of new COVID 19 case in Nova Scotia CBC ca Nova Scotias construction industry grapples with invisible threat of COVID 19 Global,HALIFAX    Health officials are warning people who attended a St  Patricks Day event at a community centre in Lake Echo  N S  that they may have been exposed to COVID 19 In a news release  the Nova Scotia Health Authority says roughly 50 people attended t  2215 chars 
,N S  reports second COVID 19 death at Cape Breton Regional Hospital   CTV News,N S  reports second COVID 19 death at Cape Breton Regional Hospital CTV News Second death related to COVID 19 confirmed in Nova Scotia CBC ca Premiers Stay The Blazes Home Warning Is Now A Kitchen Party Song HuffPost Canada 2nd death connected to coronavir,HALIFAX    There has been another death connected to COVID 19 at the Cape Breton Regional Hospital The Nova Scotia government announced the death Thursday  This is the second COVID 19 death in the province The woman was in her 90s and had underlying med  2486 chars 
Michael Tutton,Newfoundland and Labrador community infections are  sombre messages  premier   CTV News,Newfoundland and Labrador community infections are  sombre messages  premier CTV News Coronavirus outbreak  Newfoundland sees 1st community spread cases in province Global News Dwight Ball warns of  economic crisis  looming after COVID 19 emergency CBC ca Co,HALIFAX    Newfoundland and Labrador s premier is calling the latest figures on COVID 19 in his province  sombre messages  as health officials say they weren t able to identify the source of transmission in several new cases Dwight Ball was the sole Atla  4377 chars 
,N S  confirms 20 new COVID 19 cases  will release map of cases soon   CTV News,N S  confirms 20 new COVID 19 cases  will release map of cases soon CTV News N S  government warns of  unscrupulous people  providing misinformation amid COVID 19 CBC ca Province to start showing how many COVID 19 cases are in each health zone HalifaxToday ca,HALIFAX    Nova Scotia announced 20 new cases of COVID 19 Tuesday  bringing the total number of confirmed cases in the province to 147 Dr  Robert Strang  Nova Scotias chief medical officer of health  said Tuesday that 96 per cent of the confirmed cases ar  3913 chars 
graemebenjamin1,St  Patricks Day party could be linked to new Nova Scotia COVID 19 case   Global News,In a news release Thursday  the province announced there are five new cases of COVID 19 in Nova Scotia  bringing its total to 73 ,A St  Patricks Day party with about 50 people may have been where someone contracted the new novel coronavirus  according to Nova Scotias chief medical officer of health The province announced five new cases of COVID 19on Thursday  with one not linked to t  4473 chars 
,Latest on the coronavirus  Man arrested for  purposely coughing  teen charged for faking COVID 19   The Globe and Mail,Latest on the coronavirus  Man arrested for  purposely coughing  teen charged for faking COVID 19 The Globe and Mail 5 things to know on CTVNews ca for Friday March 27  2020  Virus scams  COVID 19 cases  Canada US border CTV News View Full coverage on Google,Latest headlines ul li Bank of Canada cuts key interest rate half percentage point to 0 25 per cent li li Federal deficit to top  112 billion in coming fiscal year due to COVID 19 pandemic  PBO says li li U S  wont post troops at Canadian border li l  11631 chars 
,The latest on the coronavirus  Emergency payments to start in April   The Globe and Mail,The latest on the coronavirus  Emergency payments to start in April The Globe and Mail Premier Doug Ford is cutting daytime electricity prices by about  20 monthly   COVID 19 Toronto Star Ontarians will get a break on their hydro bills during COVID 19 pandemi,Latest headlines ul li Federal government to rejig benefits for workers  Trudeau says it will deliver  2 000 a month for four months to each li li Health Minister Patty Hajdu says government will start enforcing 14 day self isolation period for traveller  20009 chars 
Mack Lamoureux Tim Marchman Natasha Grzincic,Coronavirus Cancelled Sports  Here s How to Fill the Void,Coronavirus has forced the NHL  NBA  MLS  Serie A  ATP  and La Liga to suspend their seasons  Here s a bunch of things you can do with all your new free time ,On Wednesday  the sports world was broken by the coronavirus   The NBA suspended their season  the NCAA announced they won t be playing in front of crowds  and we learned that players on Juventus had tested positive for COVID 19  As the day turned  the tsuna  5924 chars 
Jason Kottke,People Behave More Cooperatively During Disasters,I ve been wanting to write something about this for a few weeks now  so I was glad to find this short but meaty Twitter thread by,Ive been wanting to write something about this for a few weeks now  so I was glad to find this short but meaty Twitter thread by Dan Gardner about how people react in a crisis  they get more cooperative  not less  Please remember  The idea that when disaster  4055 chars 
Ben Pearson,HBO Maxs Julia Child Drama Finds a New Lead to Replace Joan Cusack,Joan Cusack was all set to play famous author and chef Julia Child in an upcoming HBO Max pilot  but since she left the project  the show needed a new cook in the kitchen  Now the fledgling streaming service has found a new star for the show  Get the details ,Joan Cusack was all set to play famous author and chef Julia Child in an upcoming HBO Max pilot  but since she left the project  the show needed a new cook in the kitchen  Now the fledgling streaming service has found a new star for the show  Get the details   2217 chars 
Scott Polacek,NHL Draft 2020  1st Round Mock Predictions and Latest Order,While the current  NHL  season is suspended due to concerns about the coronavirus pandemic  teams are surely always in prepare for the future mode even amid uncertainty about the rest of the 2019 20 campaign ,Petr David Josek Associated Press While the current NHL season is suspended due to concerns about the coronavirus pandemic  teams are surely always in prepare for the future mode even amid uncertainty about the rest of the 2019 20 campaign With that in min  3962 chars 
Paul Kasabian,NHL Draft 2020  Current 1st Round Order  Mock and Sleeper Prospects to Know,The back end of the NHL draft s first round has unearthed some gems over the past decade       Boston Bruins right wing David Pastrnak  who co leads the NHL with 48 goals  went 25th overall in the 2014 draft ,Marissa Baecker Getty Images The back end of the NHL draft s first round has unearthed some gems over the past decade Boston Bruins right wing David Pastrnak  who co leads the NHL with 48 goals  went 25th overall in the 2014 draft  No one in his draft clas  8318 chars 
Corey Knapp,April 6  What to Watch in Sports This Week When There Are No Sports This Week,Today was supposed to be a big day in the sports calendar  The NCAA Tournament National Championship Game was scheduled for tonight in Atlanta ,Tiger Woods will have to wait until 2021 to defend his incredible Masters victory from 2019 Matt Slocum Associated Press Today was supposed to be a big day in the sports calendar  The NCAA Tournament National Championship Game was scheduled for tonight in At  11596 chars 
Liora Ipsum written by Liora Ipsum,How To Get Your Weed Delivered  Depending On Where You Live,Advised by officials to stay home and self distance during the coronavirus pandemic  Canadians are stocking up on provisions  we see you  toilet paper hoarders   and embracing delivery services of all sorts  That includes groceries  wine  prescription drugs ,Skip navigation Now ReadingHow To Get Your Weed Delivered Advised by officials to stay home and self distance during the coronavirus pandemic  Canadians are stocking up on provisions  we see you  toilet paper hoarders  and embracing delivery services of a  5195 chars 
,Coronavirus  National League crowds rise without elite football,With no elite football in England  fans head to non league games to get their football fix   a round up of Saturday s action ,Five of the six National League matches played on Saturday saw rises in attendances from their previous home Saturday league fixture The coronavirus outbreak has wiped out most of the world s sporting schedule in the past few days  but people were able to ge  2031 chars 
,War  weather and working weeks  the previous times football has been halted in England,With football currently on hiatus as a result of coronavirus  BBC Sport looks back at the previous times the game has been curtailed in this country ,Football stadiums are closed to the public and the game is on hold across the world Football fans across England and beyond are currently without their sport of choice as the world responds to the ongoing spread of coronavirus The game in this country will  11078 chars 
Rob Arcand,Nap Eyes  Snapshot of a Beginner,Gathering newfound lyrical confidence  the Halifax slack rockers trade the sparseness of their early material for gentle guitar chords and gleaming Mellotron harmonies ,Nigel Chapman spends a lot of time singing about his own inability to take action  Whether seated on the couch at a party or pacing the desolate streets of his hometown  the Nap Eyes frontman habitually falls back on restless indecision  spinning stories abou  3201 chars 
IE Online,Atlantic Canada  A Whole New World,Comprised of four provinces on the countrys Atlantic coastline  New Brunswick  Nova Scotia  Prince Edward Island  and Newfoundland   Labrador  Atlantic Canada has wonderfully different locations to explore  underpinned by a distinct and welcoming maritime,Published  March 17  2020 4 30 01 pm Lets explore a string of beautiful hidden pearls found on Canadas east coast Colourful fishing villages  fresh seafood  sandy beaches  astonishing marine wildlife  and friendly locals who cant wait to share their unique   7051 chars 
ugc,Yorkshire Air Museum in York  England,Located in York  the former RAF Elvington air base was the home of RAF and  latterly  Free French squadrons of Halifax bombers during World War II  During that period  the losses of aircrew were very high and today the site houses the Yorkshire Air Museum  a ,
Ishani Duttagupta and Shelley Singh,Coronavirus impact  How tech companies are helping institutions smoothen their sudden transition to an online only teaching format,Google has launched Teach from Home  an information hub to teach educators on how to conduct online classes amid the virus lockdown  The tech company is also giving free access to Hangouts Meet video conferencing to all G Suite and G Suite for Education custo,Sanjana Hira  a graduate student at Ashoka University in Sonipat  has been attending online classes from her Gurgaon home ever since educational institutions across India closed down campuses to contain the spread of coronavirus While many of our lectures   4557 chars 
Alex Shultz,Nathan MacKinnon  The Real Life Diet of NHL Player Who Changed His Diet and Became a Star,The 24 year old leader of the Colorado Avalanche on eating better  working out like Sidney Crosby  and the coronavirus shutdown of the NHL season ,Colorado Avalanche superstar Nathan MacKinnon says the 2019 2020 season was the first time in his seven year career that he really  truly felt like he could win the Stanley Cup  The Avalanche were in second place in the Western Conferenceand MacKinnon  fifth   3518 chars 
Karissa Donkin,Access to information systems across Canada slowed by COVID 19,An international human rights organization is calling on all levels of government in Canada to continue answering access to information requests  and prioritize ones that relate to government accountability ,An international human rights organization is calling on all levels of government in Canada to continue answering access to information requests and prioritize ones that relate to government accountability As governments across the country move to offer ess  7516 chars 
Kayla Hounsell, They need to reach out to us  Canadians on Norwegian Jewel trying to get on government s radar,A Canadian tourist who says there are hundreds of Canadian passengers aboard a cruise ship that is being turned away from one port after another during the COVID 19 crisis  has a message for the federal government   They need to reach out to us ,A Canadian touristwho says there are hundreds of Canadian passengers aboard a cruise ship that keeps being turned away from one port after anotherduring the COVID 19 crisishas a message for the federal government   They need to reach out to us The cruis  4550 chars 
Jonathon Gatehouse, An extreme last resort  Police reluctant to ticket  arrest COVID 19 rule breakers,Threats of stiff fines and even criminal charges for COVID 19 scofflaws appear to be mostly tough talk  as authorities opt for persuasion over punishment,The government warnings to Canadians to keep their distance and stay home especially if they have recently been abroad are being delivered in the sternest terms The duration of this crisis will be determined by the choices we make right now  So  if you wan  7364 chars 
CBC News,See what life is like with lockdowns  social distancing and self isolation in Canada and around the world,Everyday life for people in Canada and across the globe has suddenly become unrecognizable  with millions staying at home  practicing social distancing and self isolating amid the COVID 19 pandemic  Everything from city streets and parks to restaurants  legis,Scroll down for a look at how lockdowns  social distancing and self isolation have changed daily life for people in Canada and in cities around the world Canada s biggest city Toronto is usually a bustling  thriving metropolis  but drone video taken from   4077 chars 
Brodie Fenlon,An update on local services and all the ways to access COVID 19 information on CBC News,Millions of Canadians have been turning to CBC News daily on TV  radio  digital and social media for the latest information on COVID 19  Here are some of the many ways to access CBC journalism on the pandemic and some recent changes we ve made to our programm,We are all involved in a remarkable story As we move forward into the next few weeks and what most experts agree will be the most perilous part of the COVID 19 pandemic in Canada we must not lose sight of the human face of this crisis Canadians are ill   4979 chars 
CBC News,Get informed on the top stories of the day in one quick scan,In today s Morning Brief  we look at Canada s cyber spies fighting against fraud related to COVID 19  We also have stories on the decision to pull Canadian athletes out of the Tokyo 2020 Games unless they re pushed to next year  and a look at the threat the n,Good morning  This is our daily news roundupwith everything you need to know in one concise read  Sign up here to get this delivered to your inbox every morning Canada s cyber spies taking down sites as battle against COVID 19 fraud begins As the fight co  6692 chars 
CBC News,Get informed on the top stories of the day in one quick scan,In today s Morning Brief  we look at the predictions of a second wave in the novel coronavirus outbreak  We also look at warnings against using hydroxychloroquine  a malaria medication  to treat COVID 19  and we have a story on who should wear a mask and what,Good morning  This is our daily news roundupwith everything you need to know in one concise read  Sign up here to get this delivered to your inbox every morning The world could face a 2nd wave of COVID 19  experts say Countries including Canada must prepa  7665 chars 
CBC News,Coronavirus  What s happening in Canada and around the world March 30,Newfoundland and Saskatchewan have recorded its first deaths from the coronavirus  while an Ontario care facility for seniors is devastated by nine deaths  Hard hit New York City is constructing a field hospital in Central Park  Get the latest on what s happe,The latest Canadian businesses and non profit organizations that seea drop of at least 30 per cent in revenue due to COVID 19 will qualify for the government s 75 per cent wage subsidy program  Prime Minister Justin Trudeau announced Monday The number of  23181 chars 
Data Enthusiast s Blog,Working with Statistics Canada Data in R  Part 5  Retrieving Census Data,Back to Working with Statistics Canada Data in R  Part 4  Introduction Searching for Data Find Census Datasets Find Census Regions Find Census Vectors Retrieve Census Data Annex  Notes and Definitions Introduction Now that we are ready to start working with C, This article was first published on Data Enthusiast s Blog  and kindly contributed to R bloggers   You can report issue about the content on this page here Want to share your content on R bloggers  click here if you have a blog  or here if you don t Bac  17887 chars 
Dave Seglins Madeline McNair Matthew Pierce,Soap and water to fight COVID 19 not available on all Canadian flights,Passengers flying on some shorter routes and smaller aircraft on Air Canada  WestJet and Porter Airlines are stuck relying only on hand sanitizer in aircraft washrooms  CBC News has found ,Washing your hands with warm water and soap is what Canadian health officials advise is the best defence against the coronavirus  yet travellers on many domestic flights will have to chance itbecause there s no running water on board Passengers flying on s  6277 chars 
CBC News,Get informed on the top stories of the day in one quick scan,In today s Morning Brief  we look at sick air travellers who are hiding their symptoms so they can get through airport screening  We also look at how the system is going to cope after nearly one million Canadians filed for EI  and how to convince someone to c,Good morning  This is our daily news roundupwith everything you need to know in one concise read  Sign up here to get this delivered to your inbox every morning How sick Canadian travellers are masking COVID 19 symptoms to get through airport screening Ca  8115 chars 
Dave Seglins Chelsea Gomez,Thefts in hospitals lead to lockup of masks  protective gear amid COVID 19 supply shortage,Many hospitals across the country are being forced to keep precious supplies of protective masks  gloves and sanitizer under lock and key  in part due to fear of theft  CBC News has learned ,Many hospitals across the country are being forced to keep precious supplies of protective masks  gloves and sanitizer under lock and key  in part due to fear of theft  CBC News has learned Health officials in Nova Scotia  Manitoba  Ontario and Saskatchewan  5197 chars 
CBC News,Get informed on the top stories of the day in one quick scan,In today s Morning Brief  we look at some of the things Canadians are doing to help each out during the coronavirus outbreak  We also reports on the outbreak from Italy and Ethiopia  and retailers are reacting by cutting their hours or temporarily closing the,Good morning  This is our daily news roundupwith everything you need to know in one concise read  Sign up here to get this delivered to your inbox every morning How Canadians are helping each other amid the COVID 19 outbreak As governments respond to the   7904 chars 
Gary Barker Contributor Gary Barker Contributor https www forbes com sites garybarker ,Housing In Lockdown  Buying And Selling Property During The Coronavirus Pandemic,Coronavirus has brought the U K  to a standstill and not even housing  the bricks and mortar of our economy  is immune to its effects ,The government has advised that buyers and renters delay moving house whilst self isolation and     social distancing measures are in place so as to limit the spread of the virus   Getty Coronavirus has brought the U K  to a standstill and not even hous  3473 chars 
Justin Birnbaum Contributor Justin Birnbaum Contributor http www forbes com sites justinbirnbaum ,The New Russian Five  How His Fellow Countrymen Can Aid Vitali Kravtsovs Development,For any international player  theres a challenge in acclimating to a new country and culture  Sometimes it directly influences their ability to be successful on the ice  Vitali Kravtsov has the benefit of playing with four fellow Russians  a surefire asset t,NEW YORK  NEW YORK   SEPTEMBER 26  Carter Hart  79 of the Philadelphia Flyers makes the second     period save as Vitali Kravtsov  74 of the New York Rangers looks for a rebound during a preseason game at Madison Square Garden on September 26  2019 in New  5203 chars 
Sam Meadows,What each bank is doing to help older and vulnerable people and NHS workers,Here Telegraph Money has detailed what each bank is doing to support the vulnerable,Banks have set up dedicated phone lines for NHS staff and older people as they provide a raft of additional support for those most at risk during the coronavirus outbreak Older people can also send someone else to withdraw cash for them or give friends and  5447 chars 
Joshua Benton,Total annihilation  Coronavirus may just be the end for many alt weeklies,It was only seven days ago that we told you about The Stranger  the Seattle alt bi weekly that was facing a financial crisis because of the citys response to the coronavirus outbreak  which shut down concerts  bars  restaurants  and so many other events tha,It was only seven days ago that we told you about The Stranger  the Seattle alt bi weekly that was facing a financial crisis because of the citys response to the coronavirus outbreak  which shut down concerts  bars  restaurants  and so many other events tha  28218 chars 
Lawrence White,British banks grapple with business demands for coronavirus lifelines,Some banks in Britain are struggling to provide financial support to homeowners and businesses battered by the coronavirus pandemic  with demand surging after the government announced a series of aid measures including an emergency lending scheme ,LONDON  Reuters    Some banks in Britain are struggling to provide financial support to homeowners and businesses battered by the coronavirus pandemic  with demand surging after the government announced a series of aid measures including an emergency lending   3773 chars 
aalhakim,We need help  Halifax small business owner says hell go bankrupt due to coronavirus   Global News,We need help  Halifax small business owner says hell go bankrupt due to coronavirus Global News,There has been anxiety swirling around the world and in Nova Scotia as COVID 19 cases continue to spike However  to date  despite 226 lab tests being carried out in the province  there are still no confirmed cases ofCOVID 19  the illness caused by the coro  3263 chars 
Brett Bundale,Why is it so hard to get a business past its 5th birthday  Here are three Halifax entrepreneurs beating the odds   The Journal Pioneer,You start a business from scratch  Cover startup costs  Survive the bureaucracy of becoming a business  Work out hiring  scheduling and payroll  And then  You hit a wall After half a decade in business  many entrepreneurs encounter new,HALIFAX  N S   You start a business from scratch  Cover startup costs  Survive the bureaucracy of becoming a business  Work out hiring  scheduling and payroll  And then  You hit a wall After half a decade in business  many entrepreneurs encounter new chall  5684 chars 
WITN,Roanoke Rapids police looking for two involved in business break in   WITN,Police are looking for two men they say broke into a business and damaged several items ,ROANOKE RAPIDS  NC  WITN    Police are looking for two people they say broke into a business and damaged several items Roanoke Rapids police say two people broke into the business located at 510 Jackson Street  They were caught on surveillance camera Poli  186 chars 
Mary Whitfill,Its scary  Small business owners out in the cold as coronavirus closures continue   The Patriot Ledger,Small businesses are already feeling the effects of coronavirus closures just one week in  and experts say it s going to get worse before it gets better ,Small businesses are already feeling the effects of coronavirus closures just one week in  and experts say it s going to get worse before it gets better On an average day  Lea Donovan has about 20 dogs spending the day at her grooming and day care business   6319 chars 
John Oates,Hey  friends  We know it s a crazy time for the economy  but don t forget to enable 2FA for payments by Saturday,Deadline for multi factor authentication in UK banking looms Saturday is the delayed deadline for UK banks and financial institutions to have implemented two factor authentication for payment transactions ,Saturday is the delayed deadline for UK banks and financial institutions to have implemented two factor authentication for payment transactions This is the result of the EU Payment Services Directive 2  PSD2  for  Strong Customer Authentication   SCA  This  2033 chars 
Karl Moore Contributor Karl Moore Contributor https www forbes com sites karlmoore ,Putting Reputation First Lightens The Load In A Crisis,Gavin Megaw  Managing Director of Hanovers Corporate and Brand Communications team and Karen White  Associate Vice President of NATIONAL Public Relations are a vital part of AVENIR GLOBALs teams of crisis communications experts ,The novel coronavirus pandemic has forced businesses to adapt their messaging to ensure that it     aligns with their values and public health directives   NurPhoto via Getty Images Marie Labrosse  a masters student in English Literature at McGill Unive  5931 chars 
Andrea Bellemare,Far right groups may try to take advantage of pandemic  watchdogs warn,Far right groups in North America are  opportunistic  and are seeking ways to take advantage of the COVID 19 pandemic to spread hate and fear  say watchdogs who keep tabs on them ,Far right groups across North America are seeking to take advantage of the COVID 19 pandemic by  weaponizing the virus  and spreading disinformation  according to researchers who monitor the groups closely In fact  some of those efforts are already being fe  7852 chars 
Mark Gollom, We can t flip a switch  E learning unlikely solution for all Canadian students if COVID 19 closes schools,The potential shutdown of schools across Canada would leave parents scrambling for child care  all the while worrying about the academic impact it will have on their children  And it would raise questions if students will be able to be taught in some capacity,Katie Dupuis  editor in chief of ParentsCanada magazine and mom to two school aged children  says the Ontario government s decision to close public schools for an extra two weeks after March Break because of the coronaviruspandemicwill certainly pose a chal  6177 chars 
James Dunne, I m phobic of debt  Small business owners not in love with federal government s emergency loans,Canadian small business owners listened closely to Prime Minister Justin Trudeau and Finance Minister Bill Morneau on Friday as they announced the federal government s plans to help small businesses survive the financial crisis of COVID 19  Many were encourag,Canadian small business owners listened closely to Prime Minister Justin Trudeau and Finance Minister Bill Morneau on Friday as they announced the federal government s plans to help small businesses survive the financial crisis of COVID 19 Many wereencoura  7134 chars 
CBC News,Coronavirus  What s happening in Canada and around the world Tuesday,Ontario introduced strict new rules around how people can use outdoor spaces late Monday as the province tries to slow the spread of COVID 19  hours after the prime minister unveiled new details about how a plan to subsidize salaries and support businesses wi,The latest Ontario introduced strict new rules around how people can use outdoor spaces late Monday as the province tries to slow the spread of COVID 19  hours after the prime minister unveiled new details about howa plan to subsidize salaries and support   20978 chars 
Tim Worstall,Ignore The Dividend Yield On U K  Banks   It s Irrelevant Now,Of course we all face market risk all the time  What is less well known is that we face political risk all the time as well For example  the London banks may or may not be well capitalised  We ve been insisting  for a decade  that they must be but perhaps cor,British banks are looking good The four main British banks are looking like interesting investments at present  Dividend yields are excellent and as a result of the problems 12 years ago all of them are well capitalized  There s no risk   OK  no risk unless   6262 chars 
Will Ashworth,Possible Production Cut Could Save Chesapeake Energy,Donald Trump tweeted on April 2 that Saudi Arabia and Russia were looking to cut daily oil production by 10 million barrels  He later suggested the cut could be as high as 15 million barrels  If this turns out to be accurate  the price of oil will climb drama,Donald Trump tweeted on April 2 that Saudi Arabia and Russia were looking to cut daily oil production by 10 million barrels  He later suggested the cut could be as high as 15 million barrels  If this turns out to be accurate  the price of oil will climb drama  3947 chars 
Jordan Darville,Brad Loughead of Nap Eyes talks us through his favorite guitar solos,Read an interview with Nap Eyes  Brad Loughead on his favorite guitar solos ,With a cotton mouthed charm and subtle sonic ambition  Nap Eyes are one of Canada s most formidable indie rock bands  But the Halifax based four piece  formed in 2007  aren t complacent veterans  their fourth album Snapshot of a Beginner is out today  and mor  1412 chars 
 ,UK bank branches close as virus affects access,Customers should only call phone lines for the most urgent need  to allow vulnerable people to get through ,Image copyrightGetty Images Scores of bank branches are closed and others have restricted opening hours as a result of the coronavirus crisis Branches are permitted to stay open  despite the strict curbs placed on shops and gatherings by the government to   3449 chars 
Ed Scarce,Trump Whines Again That The Media Is Being Mean To Him,As the body count from COVID 19 continues to grow exponentially  Trump calls any and all criticism of him  Fake News  The cartoon above seems to capture Trump s plight perfectly   via Michael de Adder  Halifax Chronicle Herald   So much of the Lamestream Med,One of the reasons that Fake News has become so prevalent  amp  far reaching is the fact that corrupt journalists base their stories on SOURCES that they make up in order to totally distort a narrative or story  When you see  five sources say  dont believe th  70 chars 
Mindful Staff,Mindful Home Schedule of Live Meditations from Mindful org,Join us every Monday  Wednesday  and Thursday at 3 pm ET for connection and community through live guided meditations from today s mindful leaders  The post Mindful Home Schedule of Live Meditations from Mindful org appeared first on Mindful ,Come sit with us Every Monday  Wednesday  and Thursday at 3 p m  ET were hosting a free online meditation Mindful org is bringing together mindful leaders from across the country for an online meditation series called  emailprotected  Lets meditate  From o  16937 chars 
 ,Levi Ogden death  Man admits manslaughter charge,Mother of two Levi Ogden was found seriously injured in a town centre street and died in hospital ,Image copyrightHandoutImage caption  Levi Ogden died in hospital after being discovered injured the street A man has admitted killing a mother of two who was found injured in a town centre street Levi Ogden  26  was discovered in Silver Street  Halifax  i  1165 chars 
 , Miss Hitler  and three others guilty of National Action membership,A  Miss Hitler  contest entrant is among four people convicted of being members of National Action ,Image copyrightWest Midlands PoliceImage caption  Alice Cutter and Mark Jones were found guilty after a trial at Birmingham Crown Court A  Miss Hitler  contest entrant and her ex partner have been convicted of being members of the banned far right terrorist  3582 chars 
 ,Coronavirus  New job starters  petrified  over wage help scheme,Workers who started new jobs in March are not eligible for the government s wage grant scheme ,Image copyrightNatalie GreenwayImage caption  Natalie Greenway said she was not eligible for benefits like jobseeker s allowance People who started jobs in March have been left  petrified  after discovering thousands are not eligible for government wage gra  3843 chars 
By Robert Gore Langton for Event Magazine,Shoe Lady review  Katherine Parkinson delivers a vivid and enjoyable performance,What is it with women and shoes ,Shoe Lady Royal Court  London                           Until Saturday  1hr 5mins Rating   What is it with women and shoes  Some deep female connection to footwear  not even a millipede could wear my wifes collection all at once   6749 chars 
By Will Griffee For Mailonline,UEFA will hold crisis talks over the Champions League  Europa League and Euro 2020,UEFA are to hold crisis talks over the Champions League  Europa League and Euro 2020 on March 17  They have invited representatives from each of the 55 associations ,2020 OLYMPIC GAMES In doubt The scale of the outbreak in Japan sawsenior International Olympic Committee member Dick Pound describe the disease as  the new war  threatening Tokyo 2020 and he warned the Games may have to be cancelled if the virus was stil  18528 chars 
By Jack Maidment Deputy Political Editor For Mailonline Rory Tingle Angelique Ruzicka Martin Robinson Chief Reporter For Mailonline,Coronavirus  Business Secretary Alok Sharma fires broadside at UK banks,The government previously set out the terms of a bailout for businesses to allow them to access money in order to stay afloat ,Business Secretary Alok Sharma today fired a broadside at UK banks as he warned them it would be  completely unacceptable  to  unfairly refuse  loans for coronavirus hit firms The government previously set out the terms of a bailout for businesses to allow  27013 chars 
 ,Levi Ogden death  Man who killed partner by throwing phone jailed,A judge says Lloyd Birkby  poses a significant risk of harm to intimate future partners ,Image copyrightWest Yorkshire PoliceImage caption  Lloyd Birkby admitted manslaughter in March A mother of two died after her drunken boyfriend threw a mobile phone at her neck during a row  a court has heard Levi Ogden  26  suffered a cardiac arrest afte  1841 chars 
